0	0	8
0	1	7.0
1	0	4
1	1	3.0
2	0	8
2	1	7.0
3	0	2
3	1	1.0
3	4	1
3	8	2
4	0	1
4	1	2.0
5	0	4
5	1	3.0
6	0	4
6	1	109.0
6	2	10
6	3	5
6	4	8
6	5	3
6	6	2
6	7	8
6	8	5
6	11	4
6	12	3
6	13	11
6	14	2
6	16	2
6	21	1
6	36	1
6	40	2
6	41	4
6	44	1
6	70	1
7	0	3
7	1	1.0
8	0	1
9	0	12
9	1	456.0
9	2	12
9	3	6
9	4	11
9	5	25
9	6	9
9	7	13
9	8	17
9	10	2
9	11	9
9	12	16
9	13	14
9	14	25
9	16	10
9	18	1
9	23	1
9	24	1
9	28	1
9	30	2
9	32	5
9	34	2
9	35	2
9	36	3
9	41	6
9	44	2
9	47	1
9	50	1
9	59	1
9	63	2
9	67	2
9	73	1
9	75	1
9	83	2
9	87	1
10	0	1
11	0	4
11	1	474.0
11	2	10
11	3	2
11	4	10
11	5	33
11	6	8
11	7	8
11	8	13
11	10	1
11	11	5
11	12	11
11	13	14
11	14	37
11	16	18
11	18	2
11	21	1
11	23	1
11	24	2
11	26	1
11	27	1
11	30	2
11	32	5
11	34	3
11	35	6
11	41	9
11	42	1
11	44	3
11	46	1
11	47	1
11	50	1
11	59	2
11	61	2
11	63	1
11	65	1
11	67	2
11	73	1
11	75	1
11	83	2
11	87	2
12	0	17
12	1	699.0
12	2	16
12	3	12
12	4	20
12	5	17
12	6	9
12	7	15
12	8	15
12	9	9
12	10	5
12	11	16
12	12	16
12	13	57
12	14	14
12	15	1
12	16	13
12	17	1
12	18	6
12	19	2
12	20	3
12	21	7
12	22	6
12	25	1
12	26	4
12	27	3
12	29	2
12	30	3
12	32	5
12	33	4
12	34	1
12	35	2
12	36	3
12	37	1
12	38	7
12	40	3
12	41	3
12	42	3
12	43	1
12	44	18
12	46	6
12	47	3
12	48	2
12	50	2
12	51	1
12	52	3
12	53	1
12	54	1
12	55	2
12	56	1
12	57	2
12	58	2
12	59	2
12	61	4
12	62	3
12	63	3
12	64	1
12	66	1
12	67	4
12	68	4
12	69	2
12	70	1
12	72	2
12	74	1
12	75	4
12	76	2
12	77	1
12	78	2
12	79	3
12	80	3
12	82	2
12	83	3
12	86	1
12	87	2
12	89	3
12	91	1
12	92	2
13	0	2
13	1	1.0
14	0	5
14	1	108.0
14	2	6
14	3	6
14	4	5
14	5	2
14	7	1
14	8	2
14	9	1
14	11	4
14	13	9
14	14	2
14	16	1
14	20	1
14	21	3
14	30	2
14	33	1
14	34	1
14	38	1
14	44	1
14	49	1
14	53	1
14	68	1
14	80	1
15	0	11
15	1	477.0
15	2	16
15	3	9
15	4	16
15	5	27
15	6	11
15	7	5
15	8	9
15	10	4
15	11	10
15	12	11
15	13	6
15	14	23
15	16	6
15	18	1
15	21	2
15	22	1
15	27	1
15	32	1
15	35	4
15	41	1
15	44	6
15	47	1
15	50	1
15	54	2
15	61	1
15	73	1
15	75	2
16	0	1
16	1	1.0
17	0	13
17	1	502.0
17	2	9
17	3	7
17	4	9
17	5	43
17	6	9
17	7	6
17	8	4
17	10	3
17	11	6
17	12	23
17	13	7
17	14	29
17	16	16
17	18	2
17	21	3
17	25	1
17	27	3
17	31	1
17	32	2
17	35	6
17	36	3
17	41	3
17	44	7
17	47	1
17	50	1
17	54	1
17	60	1
17	61	1
17	71	1
17	73	1
17	75	3
18	0	1
18	1	1.0
19	0	1
20	0	1
21	0	1
21	1	3.0
22	0	1
23	0	1
24	0	1
25	0	1
26	0	1
26	1	1.0
26	4	1
27	0	1
28	0	1
29	0	1
29	1	1.0
30	0	1
30	1	1.0
31	0	1
31	1	1.0
32	0	53
32	1	2410.0
32	2	48
32	3	40
32	4	43
32	5	40
32	6	29
32	7	43
32	8	49
32	9	5
32	10	26
32	11	51
32	12	41
32	13	116
32	14	45
32	16	32
32	17	5
32	18	4
32	19	1
32	20	2
32	21	8
32	22	1
32	25	4
32	26	9
32	27	6
32	28	3
32	29	1
32	32	16
32	33	2
32	34	2
32	35	10
32	36	2
32	37	3
32	38	2
32	40	3
32	41	8
32	42	4
32	43	1
32	44	11
32	45	1
32	47	13
32	49	2
32	51	1
32	52	2
32	57	1
32	58	2
32	59	2
32	60	1
32	62	8
32	63	4
32	64	1
32	66	1
32	67	5
32	68	2
32	69	2
32	71	1
32	72	1
32	73	4
32	75	4
32	77	1
32	79	1
32	80	7
32	81	1
32	82	1
32	83	3
32	85	1
32	88	13
32	89	1
32	90	1
32	92	3
33	0	18
33	1	77.0
33	2	1
33	5	7
33	6	8
33	7	1
33	8	2
33	11	2
33	12	1
33	13	2
33	14	3
33	20	2
33	21	2
33	27	2
33	33	1
33	39	1
33	40	1
33	47	2
33	49	1
33	50	1
33	55	1
33	59	1
33	68	2
33	72	1
33	75	2
34	0	38
34	1	1703.0
34	2	16
34	3	18
34	4	13
34	5	52
34	6	34
34	7	26
34	8	30
34	9	14
34	10	30
34	11	31
34	12	102
34	13	154
34	14	36
34	15	4
34	16	38
34	17	5
34	18	4
34	19	4
34	20	5
34	21	16
34	22	7
34	23	1
34	25	3
34	26	15
34	27	10
34	28	5
34	29	3
34	30	10
34	32	16
34	33	7
34	34	2
34	35	7
34	36	6
34	37	2
34	38	11
34	39	2
34	40	4
34	41	5
34	42	3
34	43	1
34	44	16
34	45	2
34	46	3
34	47	17
34	48	2
34	49	3
34	50	2
34	51	1
34	52	3
34	53	2
34	54	3
34	55	1
34	56	2
34	57	1
34	58	2
34	59	6
34	60	3
34	61	2
34	62	6
34	63	7
34	64	2
34	65	1
34	66	2
34	67	2
34	68	6
34	69	1
34	70	3
34	71	2
34	72	3
34	73	1
34	74	3
34	75	6
34	76	1
34	77	2
34	78	2
34	79	3
34	80	7
34	81	1
34	82	2
34	83	3
34	85	2
34	86	2
34	87	2
34	88	3
34	89	2
34	90	1
34	91	1
35	0	46
35	1	3427.0
35	2	47
35	3	45
35	4	56
35	5	66
35	6	44
35	7	60
35	8	47
35	9	17
35	10	49
35	11	45
35	12	123
35	13	205
35	14	64
35	15	4
35	16	59
35	17	9
35	18	10
35	19	4
35	20	6
35	21	24
35	22	5
35	23	1
35	24	3
35	25	5
35	26	18
35	27	13
35	28	3
35	29	3
35	30	13
35	31	1
35	32	26
35	33	10
35	34	4
35	35	15
35	36	15
35	37	4
35	38	11
35	39	5
35	40	8
35	41	14
35	42	6
35	43	2
35	44	30
35	45	2
35	46	7
35	47	25
35	48	4
35	49	4
35	50	3
35	51	1
35	52	3
35	53	3
35	54	4
35	55	2
35	56	5
35	57	3
35	58	5
35	59	5
35	60	3
35	61	6
35	62	8
35	63	12
35	64	2
35	65	1
35	66	3
35	67	7
35	68	5
35	69	3
35	70	5
35	71	4
35	72	3
35	73	4
35	74	5
35	75	7
35	76	2
35	77	2
35	78	3
35	79	4
35	80	12
35	81	1
35	82	3
35	83	9
35	84	1
35	85	5
35	86	2
35	87	6
35	88	9
35	89	3
35	90	1
35	91	1
35	92	3
36	0	38
36	1	2670.0
36	2	34
36	3	38
36	4	43
36	5	53
36	6	37
36	7	51
36	8	34
36	9	15
36	10	34
36	11	33
36	12	83
36	13	143
36	14	53
36	15	3
36	16	34
36	17	6
36	18	9
36	19	4
36	20	4
36	21	18
36	22	5
36	23	1
36	24	3
36	25	5
36	26	9
36	27	6
36	28	3
36	29	2
36	30	11
36	31	1
36	32	16
36	33	5
36	34	4
36	35	15
36	36	6
36	37	2
36	38	9
36	39	1
36	40	8
36	41	14
36	42	6
36	43	2
36	44	23
36	45	2
36	46	7
36	47	16
36	48	3
36	49	2
36	50	2
36	51	1
36	52	3
36	53	1
36	54	4
36	55	2
36	56	5
36	57	3
36	58	4
36	59	1
36	61	4
36	62	2
36	63	12
36	64	2
36	65	1
36	66	2
36	67	7
36	68	5
36	69	3
36	70	2
36	71	4
36	72	3
36	73	2
36	74	5
36	75	7
36	76	2
36	77	1
36	78	3
36	79	4
36	80	12
36	82	1
36	83	9
36	84	1
36	86	1
36	87	6
36	88	9
36	89	1
36	90	1
36	91	1
36	92	3
37	0	66
37	1	3455.0
37	2	61
37	3	61
37	4	67
37	5	67
37	6	54
37	7	61
37	8	70
37	9	17
37	10	34
37	11	64
37	12	95
37	13	178
37	14	62
37	15	3
37	16	44
37	17	8
37	18	7
37	19	4
37	20	5
37	21	22
37	22	7
37	23	1
37	24	3
37	25	5
37	26	11
37	27	14
37	28	3
37	29	3
37	30	13
37	31	1
37	32	17
37	33	5
37	34	1
37	35	15
37	36	13
37	37	2
37	38	12
37	39	1
37	40	8
37	41	5
37	42	6
37	43	2
37	44	23
37	45	2
37	46	7
37	47	17
37	48	4
37	49	3
37	50	3
37	51	1
37	52	3
37	53	1
37	54	2
37	55	2
37	56	3
37	57	3
37	58	4
37	59	4
37	60	2
37	61	6
37	62	7
37	63	11
37	64	1
37	65	1
37	66	3
37	67	5
37	68	5
37	69	3
37	70	3
37	71	2
